Year of reporting,*Stage-level CO2e available,Product name (and functional unit),Company,Country (where company is incorporated),Company's GICS Industry Group,Company's GICS Industry,*Company's sector,Product weight (kg),*Source for product weight,"Product's carbon footprint (PCF, kg CO2e)",*Carbon intensity,Protocol used for PCF,Relative change in PCF vs previous,Company-reported reason for change,*Change reason category,*%Upstream estimated from %Operations,*Upstream CO2e (fraction of total PCF),*Operations CO2e (fraction of total PCF),*Downstream CO2e (fraction of total PCF),*Transport CO2e (fraction of total PCF),*EndOfLife CO2e (fraction of total PCF)
2013,Yes,Oasis Summer Fruits - 500ml plastic bottle,"Coca-Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.541,Estimated from external data based on product description,0.24,0.44,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.5684,0.1143,0.3173,0.06509999999999999,
2013,No,Coca-Cola 300ml glass bottle,"Coca-Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.492,Estimated from external data based on product description,0.36,0.73,GHGP,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,Yes,Coca-Cola 500ml plastic bottle,"Coca-Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.541,Estimated from external data based on product description,0.24,0.44,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.5718,0.11019999999999999,0.318,0.0659,
2013,Yes,Coca-Cola 2 litre plastic bottle,"Coca-Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,2.0,As per company's submission to CDP,0.5,0.25,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.6096,0.17120000000000002,0.2192,0.1101,
2013,Yes,Diet Coke 300ml can,"Coca-Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.3,As per company's submission to CDP,0.15,0.5,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.6644,0.0766,0.259,0.061900000000000004,
2013,Yes,Diet Coke 330ml glass bottle,"Coca-Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.541,Estimated from external data based on product description,0.34,0.63,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.7338,0.035,0.23120000000000002,0.043899999999999995,
2013,Yes,Diet Coke 500 ml plastic bottle,"Coca-Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.541,Estimated from external data based on product description,0.22,0.41,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.5232,0.1222,0.3546,0.07200000000000001,
2013,Yes,Diet Coke - 2 Litre Plastic Bottle,"Coca-Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,2.0,As per company's submission to CDP,0.4,0.2,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.46399999999999997,0.2328,0.3032,0.1483,
2013,Yes,Coke Zero 300ml can,"Coca-Cola Enterprises, Inc.",USA,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.3,As per company's submission to CDP,0.15,0.5,GHGP,(not reported by company),N/a,N/a (no %change reported),No,0.5207,0.1233,0.35600000000000004,0.07200000000000001,
2013,Yes,Netbook (SKU: High efficient CPU.10.1-inch LED backlight),Compal Electronics,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",2.0,Estimated from external data based on product description,156.95,78.48,PAS2050,5.00%,N/a,No specific reason reported,No,0.6059,0.0073,0.3868,0.0024,0.0127
2013,Yes,Notebook,Compal Electronics,Taiwan,Technology Hardware & Equipment,Computers & Peripherals,"Computer, IT & telecom",2.58,Estimated from external data based on product description,131.82,51.09,PAS2050,5.00%,N/a,No specific reason reported,No,0.3,0.02,0.68,0.14,0.04
2016,Yes,Natural Gas,CNX Resources,USA,Energy,"Oil, Gas & Consumable Fuels",Chemicals,0.00127018,Estimated from external data based on product description,0.063,49.6,GHGP,(not reported by company),N/a,N/a (no previous data available),Yes,0.056900000000000006,0.0302,0.9129,,
2015,No,Plastics,Trinseo LLC,USA,Chemicals,Not used for 2015 reporting,Chemicals,1.0,As per company's submission to CDP,0.18,0.18,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Plastics,Trinseo LLC,USA,Materials,Chemicals,Chemicals,1000.0,As per company's submission to CDP,120.0,0.12,Not reported,-20.00%,N/a,No specific reason reported,N/a (product with insufficient stage-level data),,,,,
2015,No,Latex,Trinseo LLC,USA,Chemicals,Not used for 2015 reporting,Chemicals,1.0,As per company's submission to CDP,0.21,0.21,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Rubber,Trinseo LLC,USA,Chemicals,Not used for 2015 reporting,Chemicals,1.0,As per company's submission to CDP,0.99,0.99,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Rubber,Trinseo LLC,USA,Materials,Chemicals,Chemicals,1000.0,As per company's submission to CDP,1153.0,1.15,Not reported,-2.00%,N/a,No specific reason reported,N/a (product with insufficient stage-level data),,,,,
2016,No,Binders,Trinseo LLC,USA,Materials,Chemicals,Chemicals,1000.0,As per company's submission to CDP,210.0,0.21,Not reported,-43.00%,N/a,No specific reason reported,N/a (product with insufficient stage-level data),,,,,
2015,No,T300,Tennant Company,USA,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,181.0,Estimated from external data based on product description,655.0,3.62,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,Yes,T300,Tennant Company,USA,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,181.0,Estimated from external data based on product description,4468.7,24.69,Not reported,(not reported by company),N/a,N/a (no %change reported),Yes,0.17329999999999998,0.0373,0.7894,0.009000000000000001,
2016,Yes,Pesto alla Genovese sauce,Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,0.19,As per company's submission to CDP,0.546,2.87,ISO,(not reported by company),N/a,N/a (no previous data available),No,0.8449,0.1423,0.0128,0.0128,
2014,Yes,Pasta produced in United States,Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,1.0,As per company's submission to CDP,1.279,1.28,ISO,-25.00%,- Change in metodology (use of the new PCR 2010:01 version 2.0 2013-07-22) - Use of specific energy mix for USA - Use of specific data about packaging material,Model and/or parameters changed (but not product),No,0.5465,0.3753,0.0782,0.0782,
2015,Yes,Pasta produced in United States,Barilla Holding SpA,Italy,Food & Staples Retailing,Not used for 2015 reporting,Food & Beverage,1.0,As per company's submission to CDP,1.317,1.32,ISO,3.00%,The increase is mainly due to packaging production process because primary data are used instead of generic data.,Model and/or parameters changed (but not product),No,0.569,0.35509999999999997,0.0759,0.0759,
2014,Yes,Pasta produced in Italy (local consumption),Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,1.0,As per company's submission to CDP,0.947,0.95,ISO,-29.00%,- Change in metodology (use of the new PCR 2010:01 version 2.0 2013-07-22) - Use of specific energy mix for Italy - Use of specific data about packaging material,Model and/or parameters changed (but not product),No,0.6938,0.264,0.042199999999999994,0.042199999999999994,
2015,Yes,Pasta produced in Italy (local consumption),Barilla Holding SpA,Italy,Food & Staples Retailing,Not used for 2015 reporting,Food & Beverage,1.0,As per company's submission to CDP,0.848,0.85,ISO,-10.00%,The decrease is mainly due to raw material production because of the durum wheat yield increased respect to the previous data,Product carbon efficiency changed,No,0.6706,0.2857,0.0437,0.0437,
2014,Yes,Pasta produced in Italy (for export),Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,1.0,As per company's submission to CDP,1.027,1.03,ISO,-25.00%,- Change in metodology (use of the new PCR 2010:01 version 2.0 2013-07-22) - Use of specific energy mix for Italy - Use of specific data about packaging material,Model and/or parameters changed (but not product),No,0.6396999999999999,0.2434,0.1168,0.1168,
2015,Yes,Pasta produced in Italy (for export),Barilla Holding SpA,Italy,Food & Staples Retailing,Not used for 2015 reporting,Food & Beverage,1.0,As per company's submission to CDP,0.885,0.89,ISO,-14.00%,The decrease is mainly due to: - raw material production because of the durum wheat yield increased respect to the previous data - Transportation because specific data are used,Product carbon efficiency changed,No,0.6446999999999999,0.2747,0.0806,0.0806,
2014,Yes,Pasta produced in Greece,Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,1.0,As per company's submission to CDP,1.67,1.67,ISO,18.00%,- Change in metodology (use of the new PCR 2010:01 version 2.0 2013-07-22) - Use of specific energy mix for Greece - Use of specific data about packaging material,Model and/or parameters changed (but not product),No,0.6084,0.2515,0.1401,0.1401,
2015,Yes,Pasta produced in Greece,Barilla Holding SpA,Italy,Food & Staples Retailing,Not used for 2015 reporting,Food & Beverage,1.0,As per company's submission to CDP,1.701,1.7,ISO,2.00%,The increase is mainly due to electricity use in production process because the emission factor of the energy mix increases respect to the previous data.,Product carbon efficiency changed,No,0.5959,0.26649999999999996,0.1376,0.1376,
2014,Yes,Pasta produced in Turkey,Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,1.0,As per company's submission to CDP,0.926,0.93,ISO,-17.00%,- Change in metodology (use of the new PCR 2010:01 version 2.0 2013-07-22) - Use of specific energy mix for Turkey - Use of specific data about packaging material,Model and/or parameters changed (but not product),No,0.6803,0.2354,0.0842,0.0842,
2015,Yes,Pasta produced in Turkey,Barilla Holding SpA,Italy,Food & Staples Retailing,Not used for 2015 reporting,Food & Beverage,1.0,As per company's submission to CDP,0.936,0.94,ISO,1.00%,The increase is mainly due to raw material production because of the durum wheat yield decreases respect to the previous data,Product carbon efficiency changed,No,0.7497,0.1668,0.0834,0.0834,
2014,No,Crispn light 7 grains,Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,0.14,As per company's submission to CDP,0.181,1.29,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Crispn light 7 grains,Barilla Holding SpA,Italy,Food & Staples Retailing,Not used for 2015 reporting,Food & Beverage,0.14,As per company's submission to CDP,0.211,1.51,ISO,17.00%,All the phases considered in the study have a contribution on change: - Increase in cereals yield (positive contribution on climate change) - change in database for packaging production (negative contribution on climate change) - use of specific data for product transport (negative contribution on climate change),Model/parameters AND product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2014,No,Light rye,Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,0.27,As per company's submission to CDP,0.316,1.17,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Light rye,Barilla Holding SpA,Italy,Food & Staples Retailing,Not used for 2015 reporting,Food & Beverage,0.27,As per company's submission to CDP,0.365,1.35,ISO,16.00%,Major contribution to change is the use of specific data on product transport (use of specific data),Model and/or parameters changed (but not product),N/a (product with insufficient stage-level data),,,,,
2016,No,Light Rye,Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,0.27,As per company's submission to CDP,0.386,1.43,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2014,No,Multi grain,Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,0.275,As per company's submission to CDP,0.323,1.17,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,Yes,Multi grain,Barilla Holding SpA,Italy,Food & Staples Retailing,Not used for 2015 reporting,Food & Beverage,0.275,As per company's submission to CDP,1.236,4.49,ISO,5.00%,Major contribution to change is the use of specific data on product transport (use of specific data),Model and/or parameters changed (but not product),No,0.6561,0.161,0.18280000000000002,0.18280000000000002,
2016,No,Multi Grain,Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,0.275,As per company's submission to CDP,0.34,1.24,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Durum wheat semolina pasta in paperboard box (produced in United States),Barilla Holding SpA,Italy,Food & Staples Retailing,Food & Staples Retailing,Food & Beverage,1.0,As per company's submission to CDP,1.33,1.33,ISO,5.00%,The increase is mainly due to a variation in durum wheat yield.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2013,Yes,5 oz can whitemeat tuna,Bumble Bee Foods LLC,USA,"Food, Beverage & Tobacco",Food Products,Food & Beverage,0.179,Estimated from external data based on product description,0.68,3.8,Not reported,(not reported by company),N/a,N/a (no %change reported),No,0.8088,0.1471,0.0441,0.0441,
2013,Yes,5 oz can lightmeat tuna,Bumble Bee Foods LLC,USA,"Food, Beverage & Tobacco",Food Products,Food & Beverage,0.179,Estimated from external data based on product description,0.39,2.18,Not reported,(not reported by company),N/a,N/a (no %change reported),No,0.8462000000000001,0.0513,0.1026,0.1026,
2013,No,This is the average footprint of the 31 products we provided Walmart in 2012. The unit is in kg CO2e/tonne of product.,Stonyfield Farm Inc,USA,"Food, Beverage & Tobacco",Food Products,Food & Beverage,1000.0,As per company's submission to CDP,1361.0,1.36,PAS2050,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2014,No,Average SKU,Stonyfield Farm Inc,USA,"Food, Beverage & Tobacco",Food Products,Food & Beverage,1000.0,As per company's submission to CDP,1360.0,1.36,PAS2050,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2014,No,Finished cold rolled coil,Tata Steel Europe,United Kingdom,Materials,Metals & Mining,Construction & commercial materials,1.0,As per company's submission to CDP,1.1,1.1,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2014,No,Hot Dip Galvanised Coil,Tata Steel Europe,United Kingdom,Materials,Metals & Mining,Construction & commercial materials,1.0,As per company's submission to CDP,1.2,1.2,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2014,No,Hot rolled coil,Tata Steel Europe,United Kingdom,Materials,Metals & Mining,Construction & commercial materials,1.0,As per company's submission to CDP,1.05,1.05,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2017,No,HON-DASHI(R),Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.12,As per company's submission to CDP,1.69,14.08,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2017,No,Knorr(R) Cup Soup Tsubu Tappuri Corn Cream,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.0465,As per company's submission to CDP,0.33,7.1,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,Yes,L-Lysine Monohydrochloride(For Feed),Ajinomoto Co.Inc.,Japan,Food & Beverage Processing,Not used for 2015 reporting,Food & Beverage,25.0,As per company's submission to CDP,130.0,5.2,CFP Japan,(not reported by company),N/a,N/a (no %change reported),No,0.33409999999999995,0.6364,0.0294,0.0294,
2017,Yes,L-Lysine Monohydrochloride(For Feed),Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,25.0,As per company's submission to CDP,130.0,5.2,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.33409999999999995,0.6364,0.0294,0.0294,
2017,Yes,L-Arginine,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,20.0,As per company's submission to CDP,301.0,15.05,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.39909999999999995,0.5954,0.0055000000000000005,0.0055000000000000005,
2017,No,Lemon and Basil Fried Chicken,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.126,As per company's submission to CDP,0.74,5.87,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2017,Yes,L-Glutamine,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,25.0,As per company's submission to CDP,319.0,12.76,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.36950000000000005,0.6043999999999999,0.026099999999999998,0.026099999999999998,
2017,Yes,L-Isoleucine,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,20.0,As per company's submission to CDP,433.0,21.65,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.2791,0.7059000000000001,0.0149,0.0149,
2017,Yes,L-leucine,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,20.0,As per company's submission to CDP,585.0,29.25,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.1845,0.8045,0.0111,0.0111,
2017,Yes,L-Valine,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,20.0,As per company's submission to CDP,393.0,19.65,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.20190000000000002,0.7816,0.0165,0.0165,
2017,No,Masako Ayam,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.011,As per company's submission to CDP,0.03,2.73,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2017,No,Mentsuyu,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.4,As per company's submission to CDP,1.01,2.53,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2017,Yes,Monosodium L-Glutamate,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,20.0,As per company's submission to CDP,58.0,2.9,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.439,0.5347999999999999,0.026099999999999998,0.026099999999999998,
2017,No,Nabe Cube(R) Toridashi Umashio,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.058,As per company's submission to CDP,0.5,8.62,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2017,No,AGF Blendy Stick Cafe au Lait,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.12,As per company's submission to CDP,0.58,0.21,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2017,No,Rosdee Pork,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.075,As per company's submission to CDP,0.24,3.2,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2017,No,Aji-ngon Pork,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.4,As per company's submission to CDP,1.07,0.37,ISO,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2017,No,Ajinomoto KK Consomme(Granules),Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.085,As per company's submission to CDP,0.58,6.82,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2017,No,Ajinomoto KK Shirogayu 250g,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.25,As per company's submission to CDP,0.2,0.8,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2017,No,Aspartame,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,25.0,As per company's submission to CDP,780.0,31.2,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2017,No,Cook Do(R) Hoikoro,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.09,As per company's submission to CDP,0.27,3.0,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2017,No,Cook Do(R) kyo-no Ozara Butabara Daikon,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,0.1,As per company's submission to CDP,0.23,2.3,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2017,Yes,Di-sodium 5'-Inosinate,Ajinomoto Co.Inc.,Japan,"Food, Beverage & Tobacco",Beverages,Food & Beverage,12.0,As per company's submission to CDP,155.0,12.92,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.42810000000000004,0.5661,0.0058,0.0058,
2016,No,Diced tomato,Agraz,Spain,"Food, Beverage & Tobacco",Food Products,Food & Beverage,220.0,Estimated from external data based on product description,155.71,0.71,GHGP,-3.63%,N/a,No specific reason reported,N/a (product with insufficient stage-level data),,,,,
2016,No,Tomato fibre,Agraz,Spain,"Food, Beverage & Tobacco",Food Products,Food & Beverage,25.0,Estimated from external data based on product description,12.52,0.5,GHGP,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2016,No,Tomato paste,Agraz,Spain,"Food, Beverage & Tobacco",Food Products,Food & Beverage,238.0,Estimated from external data based on product description,155.78,0.65,GHGP,-3.63%,N/a,No specific reason reported,N/a (product with insufficient stage-level data),,,,,
2016,No,Tomato powder,Agraz,Spain,"Food, Beverage & Tobacco",Food Products,Food & Beverage,25.0,Estimated from external data based on product description,16.22,0.65,GHGP,-3.63%,N/a,No specific reason reported,N/a (product with insufficient stage-level data),,,,,
2014,No,Peppermint tea infusion,Martin Bauer GmbH,Germany,"Food, Beverage & Tobacco",Food Products,Food & Beverage,0.002,As per company's submission to CDP,0.02041,10.21,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Peppermint tea infusion,Martin Bauer GmbH,Germany,"Food, Beverage & Tobacco",Food Products,Food & Beverage,0.002,As per company's submission to CDP,0.02041,10.21,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,PET preforms,Mpact Limited,South Africa,Containers & Packaging,Not used for 2015 reporting,Packaging for consumer goods,1000.0,As per company's submission to CDP,871.0,0.87,Not reported,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,No,Cable of LMR-195-LLPL,Times Microwave Systems,USA,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,0.03,Estimated from external data based on product description,0.0295,0.98,Not reported,(not reported by company),N/a,N/a (no previous data available),N/a (product with insufficient stage-level data),,,,,
2014,No,Cable,Times Microwave Systems,USA,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,0.03,Estimated from external data based on product description,0.0255,0.85,EICC Tool,10.00%,Delivered quantity was increased 30% in Year 2013 .,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2015,No,Cable,Times Microwave Systems,USA,Electrical Equipment and Machinery,Not used for 2015 reporting,Comm. equipm. & capital goods,0.03,Estimated from external data based on product description,0.023,0.77,EICC Tool,10.00%,Delivered cable quantity was increased 15% in Y2014.,Product carbon efficiency changed,N/a (product with insufficient stage-level data),,,,,
2016,No,Float Table Top & Base,Humanscale Corporation,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",59.02,Estimated from external data based on product description,39.5,0.67,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2016,No,Smart Chair,Humanscale Corporation,USA,Commercial & Professional Services,Commercial Services & Supplies,"Home durables, textiles, & equipment",16.78,Estimated from external data based on product description,34.0,2.03,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2013,Yes,Residential Air Conditioner,"Daikin Industries, Ltd.",Japan,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,17.46331,Estimated from external data based on product description,3653.0,209.18,ISO,-1.50%,"To mitigate the environmental impact from refrigerants, Daikin adopted in its air conditioners a lower global warming refrigerant HFC32. It can help curtail greenhouse gas emissions originating from energy sources when equipment is in use by its better energy efficiency compared to the conventional refrigerant HFC410A.",Product carbon efficiency changed,No,0.0378,0.0063,0.9559000000000001,0.0019,0.0014000000000000002
2014,Yes,Residential Air Conditioner,"Daikin Industries, Ltd.",Japan,Capital Goods,Building Products,Comm. equipm. & capital goods,17.46331,Estimated from external data based on product description,3505.0,200.71,ISO,-4.00%,"To mitigate the environmental impact from refrigerants, Daikin adopted in its air conditioners a lower global warming refrigerant HFC32. It can help curtail greenhouse gas emissions originating from energy sources when equipment is in use by its better energy efficiency compared to the conventional refrigerant HFC410A.",Product carbon efficiency changed,No,0.0394,0.0066,0.9541,0.002,0.0014000000000000002
2015,Yes,Residential Air Conditioner,"Daikin Industries, Ltd.",Japan,Capital Goods,Electrical Equipment,Comm. equipm. & capital goods,17.46331,Estimated from external data based on product description,3505.0,200.71,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.0394,0.0066,0.9541,0.002,0.0014000000000000002
2017,Yes,Residential Air Conditioner,"Daikin Industries, Ltd.",Japan,Capital Goods,Building Products,Comm. equipm. & capital goods,17.46331,Estimated from external data based on product description,4218.0,241.53,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.039599999999999996,0.0055000000000000005,0.955,0.0017000000000000001,0.0882
2017,Yes,Commercial Air Conditioner,"Daikin Industries, Ltd.",Japan,Capital Goods,Building Products,Comm. equipm. & capital goods,149.685,Estimated from external data based on product description,51066.0,341.16,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.0098,0.0013,0.9887999999999999,0.0005,0.3068
2017,Yes,Light commercial Air Conditioner,"Daikin Industries, Ltd.",Japan,Capital Goods,Building Products,Comm. equipm. & capital goods,128.367,Estimated from external data based on product description,39653.0,308.9,ISO,(not reported by company),N/a,N/a (no %change reported),No,0.006999999999999999,0.001,0.9921,0.0004,0.1467
2015,No,Mercedes-Benz CLS-Class,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1790.0,Estimated from external data based on product description,57100.0,31.9,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz E-Class BlueTEC Hybrid,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1735.0,Estimated from external data based on product description,40600.0,23.4,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz A-Class,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1425.0,Estimated from external data based on product description,30500.0,21.4,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz GLA-Class,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1535.0,Estimated from external data based on product description,31500.0,20.52,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz GLK-Class,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1850.0,Estimated from external data based on product description,48800.0,26.38,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
2015,No,Mercedes-Benz SL-Class,Daimler AG,Germany,Automobiles & Components,Not used for 2015 reporting,Automobiles & components,1730.0,Estimated from external data based on product description,69000.0,39.88,ISO,(not reported by company),N/a,N/a (no %change reported),N/a (product with insufficient stage-level data),,,,,
